host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
165253384,https://www.airbnb.com/users/show/165253384,Alper,2018-01-01,,,83%,50%,https://a0.muscache.com/im/pictures/user/8139e8d7-ad1e-4dd1-ae85-ea108f8c3621.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8139e8d7-ad1e-4dd1-ae85-ea108f8c3621.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
165469713,https://www.airbnb.com/users/show/165469713,Connor,2018-01-02,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/f6621d75-30b8-4cdb-bc46-fd16893f07ee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f6621d75-30b8-4cdb-bc46-fd16893f07ee.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
165738622,https://www.airbnb.com/users/show/165738622,Carol-Lynne And Ryan,2018-01-04,"Vancouver, Canada","Hi :) My name is Carol-Lynne and my husband is Ryan. I work as a vocal coach and Vocologist for musicians and Ryan is a senior researcher at a non-profit studying happiness and well being. We love cooking plant based food, outdoor adventures, travelling and have a small non-shedding 16 year old dog named Monti.",100%,100%,https://a0.muscache.com/im/pictures/user/e217cbf8-a03f-480b-a2f5-80a8f27e74e6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e217cbf8-a03f-480b-a2f5-80a8f27e74e6.jpg?aki_policy=profile_x_medium,Fairview,1,1
165830912,https://www.airbnb.com/users/show/165830912,Louise,2018-01-04,,,100%,100%,https://a0.muscache.com/im/pictures/user/f2ba1625-bdd8-4a0c-bb7a-742d26fdc063.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f2ba1625-bdd8-4a0c-bb7a-742d26fdc063.jpg?aki_policy=profile_x_medium,Burnaby,2,2
166116403,https://www.airbnb.com/users/show/166116403,Ruben,2018-01-06,"Langley City, Canada","Hello! We are Ana and Ruben
We were born in Mexico but we have been living in Canada since 2008. We have been married for over 20 years and are still on our honeymoon.
We are fun and easy going, we really love meeting new people. We have stayed on Airbnb in many cities and have met some great people on the platform whom I now call my friends.
Our favorite things in the world are outdoor activities in the company of family and friends. And we love extreme sports!
It is a real pleasure for us to be able to share our home with fabulous people and to serve you in the way you deserve.",100%,100%,https://a0.muscache.com/im/pictures/user/87ffab8b-5d85-4d42-8675-e91e3d313b6b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87ffab8b-5d85-4d42-8675-e91e3d313b6b.jpg?aki_policy=profile_x_medium,Central Vancouver,5,12
166303221,https://www.airbnb.com/users/show/166303221,Coco,2018-01-07,"Vancouver, Canada","Hi, I am Coco. I hope you will enjoy my place in Vancouver.",100%,99%,https://a0.muscache.com/im/pictures/user/48422e08-f849-485d-bc55-b149164fe0a9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/48422e08-f849-485d-bc55-b149164fe0a9.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
166475282,https://www.airbnb.com/users/show/166475282,Lori,2018-01-07,,,100%,99%,https://a0.muscache.com/im/pictures/user/1af95319-880e-4683-a8e6-839a5352e2f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1af95319-880e-4683-a8e6-839a5352e2f4.jpg?aki_policy=profile_x_medium,Downtown Eastside,1,3
166495187,https://www.airbnb.com/users/show/166495187,Sushi,2018-01-08,"Vancouver, Canada","我叫Sushi,我喜欢结交朋友和喜欢结伴旅游，喜欢登山和远足徒步，亲近大自然，。我也是一个Airbnb 的房东，一边学习一边经营我的房子，希望通过旅游学到更多的知识。",N/A,N/A,https://a0.muscache.com/im/pictures/user/d1e751d2-8514-480f-963a-012ca16b1e61.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d1e751d2-8514-480f-963a-012ca16b1e61.jpg?aki_policy=profile_x_medium,,1,1
166876337,https://www.airbnb.com/users/show/166876337,Mini,2018-01-09,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/0a6496a3-a480-4dc7-9e2d-47d8a6798cae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a6496a3-a480-4dc7-9e2d-47d8a6798cae.jpg?aki_policy=profile_x_medium,,1,2
167158373,https://www.airbnb.com/users/show/167158373,Stacia,2018-01-11,"Vancouver, Canada",,100%,97%,https://a0.muscache.com/im/pictures/user/0d6e4187-f375-4194-9b56-d80c4f2645f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d6e4187-f375-4194-9b56-d80c4f2645f6.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
167328182,https://www.airbnb.com/users/show/167328182,Don,2018-01-12,"Vancouver, Canada","Welcome! As a Vancouver native with a passion for exploration, I thrive on meeting new people and discovering new destinations. My childhood was filled with hosting homestay students and exploring all types of accommodations, from cozy hostels to breathtaking getaways. Inspired by my love for travel, I began hosting guests to supplement my adventures and offer my home to fellow travelers when I'm away.

My ultimate goal is to provide a top-notch experience with immaculate cleanliness and unbeatable quality for all my guests. I take pride in my home and hope that you will come to appreciate it just as much as I do, along with the wonders of Vancouver that it offers. I always try to immerse myself in local culture when I travel, and I encourage you to ask me any questions you may have about Vancouver or British Columbia so you can experience it like a local too.

Let's make your stay an unforgettable journey!
",100%,100%,https://a0.muscache.com/im/pictures/user/01d28297-d05d-412c-aef2-1dd2e801b866.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01d28297-d05d-412c-aef2-1dd2e801b866.jpg?aki_policy=profile_x_medium,East Vancouver,1,1
167367691,https://www.airbnb.com/users/show/167367691,Graham And Caron,2018-01-12,"Vancouver, Canada","A professional couple with adult children. Ex South African, we have lived in Vancouver for over 20 years. Our interests are travel, reading, theatre, entertaining, sport, and the outdoors. ",100%,98%,https://a0.muscache.com/im/pictures/user/f1ebdcda-409e-4241-87d7-a46f4b9782ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f1ebdcda-409e-4241-87d7-a46f4b9782ec.jpg?aki_policy=profile_x_medium,Point Grey/University of British Columbia,1,1
167383575,https://www.airbnb.com/users/show/167383575,Carlie,2018-01-12,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/30b14117-b563-48a9-b649-8c96002a49d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30b14117-b563-48a9-b649-8c96002a49d5.jpg?aki_policy=profile_x_medium,West Point Grey,1,1
167708643,https://www.airbnb.com/users/show/167708643,Allison,2018-01-14,,"I love travelling and meeting new friends from different countries. 
",100%,100%,https://a0.muscache.com/im/pictures/user/1dd736e4-5aed-4cad-8a31-9ecad53b4bd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1dd736e4-5aed-4cad-8a31-9ecad53b4bd7.jpg?aki_policy=profile_x_medium,,1,1
167761489,https://www.airbnb.com/users/show/167761489,Diana,2018-01-14,"Vancouver, Canada","We are homeowners and professionals and have lived in the Vancouver area most of our lives.  We are social, close to family, love to travel, read, and cook.  We give our guests plenty of space but are available to answer questions and make suggestions. ",100%,100%,https://a0.muscache.com/im/pictures/user/ab303a7a-13e0-48e1-aa54-be8004a1e7f1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ab303a7a-13e0-48e1-aa54-be8004a1e7f1.jpg?aki_policy=profile_x_medium,Fairview,1,1
167762774,https://www.airbnb.com/users/show/167762774,Brayden,2018-01-14,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/51578e23-1bf2-4916-a9e3-ec10a4c71932.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/51578e23-1bf2-4916-a9e3-ec10a4c71932.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
168136421,https://www.airbnb.com/users/show/168136421,Jairam,2018-01-16,"Vancouver, Canada",Software Engineer working in Vancouver Canada. ,100%,N/A,https://a0.muscache.com/im/pictures/user/4ad839b6-5d1c-4ab5-be01-81b268d66edc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4ad839b6-5d1c-4ab5-be01-81b268d66edc.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,1
168217258,https://www.airbnb.com/users/show/168217258,Max,2018-01-16,"Vancouver, Canada",,93%,79%,https://a0.muscache.com/im/pictures/user/ddb23490-3294-465a-a3f1-08c2706f91a7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ddb23490-3294-465a-a3f1-08c2706f91a7.jpg?aki_policy=profile_x_medium,Coal Harbour,2,3
168268330,https://www.airbnb.com/users/show/168268330,Rachel,2018-01-17,"Vancouver, Canada",,100%,97%,https://a0.muscache.com/im/pictures/user/9c9b8a07-9528-4e0e-9ebd-a098eca19cf2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9c9b8a07-9528-4e0e-9ebd-a098eca19cf2.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
168275447,https://www.airbnb.com/users/show/168275447,Vi,2018-01-17,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/7de32c29-117d-45c4-ad83-860bada8ad63.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7de32c29-117d-45c4-ad83-860bada8ad63.jpg?aki_policy=profile_x_medium,,1,1
168648735,https://www.airbnb.com/users/show/168648735,Linda,2018-01-18,"Vancouver, Canada","Hi I am Linda!
",N/A,N/A,https://a0.muscache.com/im/pictures/user/64634791-541f-4067-aed5-86a13752e408.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/64634791-541f-4067-aed5-86a13752e408.jpg?aki_policy=profile_x_medium,Yaletown,1,6
168660501,https://www.airbnb.com/users/show/168660501,Scott,2018-01-19,"Vancouver, Canada",Fast-responding host specializing in everything Vancouver,100%,100%,https://a0.muscache.com/im/pictures/user/91ea2060-487d-4276-a16a-e69afdc1ef73.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91ea2060-487d-4276-a16a-e69afdc1ef73.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2
168664623,https://www.airbnb.com/users/show/168664623,Mustapha,2018-01-19,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/272b9d69-1eea-4df1-ab41-391bcbbebd62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/272b9d69-1eea-4df1-ab41-391bcbbebd62.jpg?aki_policy=profile_x_medium,West End,1,2
169212821,https://www.airbnb.com/users/show/169212821,Weiwei,2018-01-22,"Surrey, Canada",Handsome guy ,N/A,N/A,https://a0.muscache.com/im/pictures/user/8d469e22-8e74-488b-88a5-cb9e04bf652a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8d469e22-8e74-488b-88a5-cb9e04bf652a.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
169703765,https://www.airbnb.com/users/show/169703765,Sam,2018-01-24,,,100%,92%,https://a0.muscache.com/im/pictures/user/c45463d9-a376-478e-972b-160e9b23750a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c45463d9-a376-478e-972b-160e9b23750a.jpg?aki_policy=profile_x_medium,Kitsilano,1,2
170223371,https://www.airbnb.com/users/show/170223371,Chiara,2018-01-27,"Vancouver, Canada",Hi my name is Chiara and my partner’s name is Gunjan. We both love to travel and meet people from all around the world which has inspired us to become hosts. We like to keep fit by going on hikes and practicing yoga.  ,N/A,N/A,https://a0.muscache.com/im/pictures/user/df18cd0f-6ef8-4125-8230-db5bd0c10555.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df18cd0f-6ef8-4125-8230-db5bd0c10555.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,1
170626910,https://www.airbnb.com/users/show/170626910,Robert,2018-01-29,"Vancouver, Canada",,93%,98%,https://a0.muscache.com/im/pictures/user/8c93a872-a6d7-4d61-9ec8-eb855dcacdef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8c93a872-a6d7-4d61-9ec8-eb855dcacdef.jpg?aki_policy=profile_x_medium,Marpole,2,3
170940042,https://www.airbnb.com/users/show/170940042,Allison,2018-01-31,,,N/A,100%,https://a0.muscache.com/im/pictures/user/35bd2577-8767-42f7-a1e0-5e43fd1d753d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35bd2577-8767-42f7-a1e0-5e43fd1d753d.jpg?aki_policy=profile_x_medium,Hastings-Sunrise,1,1
171058958,https://www.airbnb.com/users/show/171058958,Alex,2018-02-01,"Vancouver, Canada",,100%,89%,https://a0.muscache.com/im/pictures/user/1a7c8daf-5a51-4a0a-9f5e-78a3aa34f52a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a7c8daf-5a51-4a0a-9f5e-78a3aa34f52a.jpg?aki_policy=profile_x_medium,Central Vancouver,2,3
171137039,https://www.airbnb.com/users/show/171137039,Van,2018-02-01,"Vancouver, Canada","I’m a Japanese host. My place is near by skytrain and to get downtown Vancouver for about 20 min. There is a second biggest park called trout lake near by. It’s surrounded nurture and able to see beautiful views from there in good weather. You can enjoy taking a walk, jogging and also having a bbq in summer.

日本人のﾎｽﾄです。ｽｶｲﾄﾚｲﾝに近くﾀﾞｳﾝﾀｳﾝまで20分。近くにはﾊﾞﾝｸｰﾊﾞｰで二番目に広い公園ﾄﾗｳﾄﾚｲｸがあり､緑に囲まれて山と湖が見える公園で散歩､ｼﾞｮｷﾞﾝｸﾞ､夏はﾊﾞｰﾍﾞｷｭｰなどが楽しめます。",100%,100%,https://a0.muscache.com/im/pictures/user/48a2ff3c-2708-41a3-bf6e-901b7945e934.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/48a2ff3c-2708-41a3-bf6e-901b7945e934.jpg?aki_policy=profile_x_medium,Renfrew-Collingwood,3,3
171146498,https://www.airbnb.com/users/show/171146498,Jasmine,2018-02-01,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/d80eac26-228b-43cb-b3d1-c3e647d2b5ef.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d80eac26-228b-43cb-b3d1-c3e647d2b5ef.jpg?aki_policy=profile_x_medium,,1,6
171149303,https://www.airbnb.com/users/show/171149303,Blake,2018-02-01,"Vancouver, Canada","""The beautiful thing about learning is that nobody can take it away from you"".

I am an easy-going and open-minded person. I work remotely and travel a lot. It is my pleasure to host other travelers who come to Vancouver. ",100%,82%,https://a0.muscache.com/im/pictures/user/b040679b-3140-4bb2-8774-86ab85448899.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b040679b-3140-4bb2-8774-86ab85448899.jpg?aki_policy=profile_x_medium,West End,1,1
171177180,https://www.airbnb.com/users/show/171177180,Sunny,2018-02-01,,"My name is Sunny. We travel back and forth from China, so we would love to rent our house for the travelers. The house is clean and organized. My daughter lives in Vancouver, so please do not hesitate to ask for recommendations.
  ",100%,94%,https://a0.muscache.com/im/pictures/user/33c1b21d-a032-4891-b62d-f4c268b97f4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/33c1b21d-a032-4891-b62d-f4c268b97f4f.jpg?aki_policy=profile_x_medium,,1,1
171187170,https://www.airbnb.com/users/show/171187170,Amirali,2018-02-01,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/0a8e9245-8f04-4267-9896-ed8aeb207a4a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0a8e9245-8f04-4267-9896-ed8aeb207a4a.jpg?aki_policy=profile_x_medium,,1,1
171212443,https://www.airbnb.com/users/show/171212443,Vincent,2018-02-01,"Vancouver, Canada","Vincent originally from shanghai china, he got his master degree in Canada and have stayed in Vancouver since 2006. He and his family live and work in Vancouver and interested in travel, outdoor, and meeting new friends from different countries and cultures.  ",100%,99%,https://a0.muscache.com/im/pictures/user/5d77f778-fba3-412e-8a74-e436245d4b30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d77f778-fba3-412e-8a74-e436245d4b30.jpg?aki_policy=profile_x_medium,Commercial Drive,2,2
171805785,https://www.airbnb.com/users/show/171805785,Arvand,2018-02-05,"North Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/b805a17f-a49b-4596-bd9d-6ac36cffb3f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b805a17f-a49b-4596-bd9d-6ac36cffb3f2.jpg?aki_policy=profile_x_medium,,1,2
172110875,https://www.airbnb.com/users/show/172110875,Ian And Aley,2018-02-07,,,N/A,N/A,https://a0.muscache.com/im/pictures/user/68eedd63-4036-4e75-ad71-dc30195d9fb7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/68eedd63-4036-4e75-ad71-dc30195d9fb7.jpg?aki_policy=profile_x_medium,Riley Park,1,1
172335665,https://www.airbnb.com/users/show/172335665,Neeta,2018-02-08,"Burnaby, Canada",,100%,98%,https://a0.muscache.com/im/pictures/user/178c2c85-53d8-4d27-8f23-39ff06e96961.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/178c2c85-53d8-4d27-8f23-39ff06e96961.jpg?aki_policy=profile_x_medium,East Vancouver,3,4
172702853,https://www.airbnb.com/users/show/172702853,Winnie,2018-02-10,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/72cf0cdb-42c7-4167-aac9-d353c935631f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72cf0cdb-42c7-4167-aac9-d353c935631f.jpg?aki_policy=profile_x_medium,Marpole,1,1
172880678,https://www.airbnb.com/users/show/172880678,Isaac J.,2018-02-11,"Vancouver, Canada","Real estate entrepreneur and business owner with a nomadic lifestyle. Jasmine and I would be more than happy to welcome you in our property. If you are looking for an exceptional experience in a prime location, you are at the right place!",100%,97%,https://a0.muscache.com/im/pictures/user/85134fca-9b59-4db0-b824-b111cb186e1e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/85134fca-9b59-4db0-b824-b111cb186e1e.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
173138065,https://www.airbnb.com/users/show/173138065,Kash,2018-02-13,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/b1130416-944c-40e9-9519-dcfbade3b689.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1130416-944c-40e9-9519-dcfbade3b689.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
173288145,https://www.airbnb.com/users/show/173288145,Michael,2018-02-13,"Vancouver, Canada","Hello, I'm Michael. I'm a Canadian in every sense of the stereotype. ",100%,100%,https://a0.muscache.com/im/pictures/user/6912d7d3-77cb-4216-bfaa-2ac49db6ee8e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6912d7d3-77cb-4216-bfaa-2ac49db6ee8e.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
173305964,https://www.airbnb.com/users/show/173305964,Vanessa,2018-02-14,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/afc303a0-13bc-4e04-a124-490a09a6b188.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/afc303a0-13bc-4e04-a124-490a09a6b188.jpg?aki_policy=profile_x_medium,East Vancouver,2,2
173401137,https://www.airbnb.com/users/show/173401137,Michelle,2018-02-14,"Vancouver, Canada","I'm a working mom of a nuclear family.  We’re busy with activities and sports around the neighbourhood and enjoy travelling to break up our busy local routine, including visiting family & friends in Australia. We are just beginning to rent our furnished unit and I'm happy to take any advance requests that guests might have to accommodate their stay, if it’s a particular cereal or soap, flowers, or... let me know =) I'm also readily available to help with any local suggestions that you may be interested in.",N/A,N/A,https://a0.muscache.com/im/pictures/user/c8696c91-4b33-4b87-92b5-68786416321d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c8696c91-4b33-4b87-92b5-68786416321d.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,1
173764321,https://www.airbnb.com/users/show/173764321,Chelsea,2018-02-17,"Vancouver, Canada",,90%,100%,https://a0.muscache.com/im/pictures/user/692760a0-5ba6-412e-b0d3-311e88866711.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/692760a0-5ba6-412e-b0d3-311e88866711.jpg?aki_policy=profile_x_medium,Shaughnessy,1,3
173802712,https://www.airbnb.com/users/show/173802712,Clarabel,2018-02-17,,,100%,100%,https://a0.muscache.com/im/pictures/user/953e17c8-a139-44c2-a320-29f7c1d0a30e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/953e17c8-a139-44c2-a320-29f7c1d0a30e.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,1,1
173859564,https://www.airbnb.com/users/show/173859564,Melanie,2018-02-17,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/fe673578-41b3-45c1-9e6b-6efc39dd0ae3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fe673578-41b3-45c1-9e6b-6efc39dd0ae3.jpg?aki_policy=profile_x_medium,West End,1,1
174071029,https://www.airbnb.com/users/show/174071029,Bruce,2018-02-18,"Vancouver, Canada",,100%,93%,https://a0.muscache.com/im/pictures/user/42115427-7483-49bf-81d0-78fdb4d3970f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/42115427-7483-49bf-81d0-78fdb4d3970f.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
174244180,https://www.airbnb.com/users/show/174244180,Michelle,2018-02-19,,,100%,98%,https://a0.muscache.com/im/pictures/user/05041d18-4a24-4e33-b101-906c0c9fcac9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05041d18-4a24-4e33-b101-906c0c9fcac9.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2
174405906,https://www.airbnb.com/users/show/174405906,Mark,2018-02-20,"Vancouver, Canada",,89%,93%,https://a0.muscache.com/im/pictures/user/7ff77d15-0809-4f65-b605-c8b9ad5278bf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ff77d15-0809-4f65-b605-c8b9ad5278bf.jpg?aki_policy=profile_x_medium,Central Vancouver,8,13
174501856,https://www.airbnb.com/users/show/174501856,Ingrid,2018-02-21,"Vancouver, Canada",I’m a mom of two boys and happily married for 26yrs. I’m a fitness professional and love to travel (of course!) and to be active outdoors. I also love spa treatments and good vegetarian cuisine. ,100%,98%,https://a0.muscache.com/im/pictures/user/c2f2f19d-257e-4293-9a70-30f1df67795e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2f2f19d-257e-4293-9a70-30f1df67795e.jpg?aki_policy=profile_x_medium,East Vancouver,4,4
174595052,https://www.airbnb.com/users/show/174595052,Jason,2018-02-21,"Vancouver, Canada",,N/A,100%,https://a0.muscache.com/im/pictures/user/2f82d1c2-d49a-4968-9626-5e9928953950.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f82d1c2-d49a-4968-9626-5e9928953950.jpg?aki_policy=profile_x_medium,Central Vancouver,2,2
174816465,https://www.airbnb.com/users/show/174816465,"Vesta, Warren And Iain",2018-02-22,"Vancouver, Canada","We are 3 responsible, clean and personal growth minded people. All in our 30's we are at a stage in our lives were we want to live in an effective and harmonious home. Our cat Marley is also a family member too and you might hear us meowing to him in his language from time to time.  

Feel free to chat to us. We are all welcoming and approachable characters! :D",N/A,N/A,https://a0.muscache.com/im/pictures/user/b2ce6c53-2285-4137-9416-1659c8aad163.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2ce6c53-2285-4137-9416-1659c8aad163.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,1
174964667,https://www.airbnb.com/users/show/174964667,Linda,2018-02-23,,,67%,0%,https://a0.muscache.com/im/pictures/user/4b5c8c94-a799-4a7c-9056-290973cb3692.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4b5c8c94-a799-4a7c-9056-290973cb3692.jpg?aki_policy=profile_x_medium,Yaletown,1,1
174986243,https://www.airbnb.com/users/show/174986243,Tom And Cora-Lynn,2018-02-23,"Surrey, Canada","Cora-Lynn and I live just outside Vancouver in BC, Canada. We have 4 boys  and have lived in the Vancouver area most of our lives.  We enjoy travelling (and use Airbnb), friends and lake time.",100%,95%,https://a0.muscache.com/im/pictures/user/9def6f9d-65e0-4a7a-8e9a-48502ce29e90.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9def6f9d-65e0-4a7a-8e9a-48502ce29e90.jpg?aki_policy=profile_x_medium,South Main,1,4
175112043,https://www.airbnb.com/users/show/175112043,Zeina,2018-02-24,"Vancouver, Canada","My name is Zeina, 
I have been a nurse since 2013, and I am hosting for the first time in 2022.

My goal is to provide each of  my guests with a hotel style experience.
 
I spent an entire month preparing my apartment to be the perfect home away from home, for anyone planning or requiring a city getaway, in beautiful downtown Vancouver.

On my free time, I am always taking advantage of the gym and sauna in the building, and when it's sunny, I often take my runs outside along the seawall.

I am happy to answer any questions you have, and help you navigate the city. 

I am a major foodie, so I can definitely suggest some great happy hour and dining locations.

I appreciate all feedback, and I am also open to requests. 

If there's anything you need to help make your stay better, I am happy to accommodate, where I can, so please feel free to contact me.",100%,100%,https://a0.muscache.com/im/pictures/user/0d27a257-54ef-4af6-8cb8-c994d4511573.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d27a257-54ef-4af6-8cb8-c994d4511573.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
175153579,https://www.airbnb.com/users/show/175153579,Kendall,2018-02-24,"Vancouver, Canada",Hello guests from around the world! I am a photographer and travel a lot for work.  I love to host and using the airbnb community while I am away on my trips to host is a perfect platform.  Feel free to ask me for any food recommendations around town as I am a huge foodie and we have some of the best cuisines in this city!  Welcome to Vancouver!,100%,91%,https://a0.muscache.com/im/pictures/user/30bf1bd5-18e5-4d87-9e7b-1af2fad781b6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30bf1bd5-18e5-4d87-9e7b-1af2fad781b6.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
176226893,https://www.airbnb.com/users/show/176226893,Anita,2018-03-02,"108 Mile Ranch, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/8be52d23-8343-492d-ab5e-9b3a761c63d2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8be52d23-8343-492d-ab5e-9b3a761c63d2.jpg?aki_policy=profile_x_medium,,1,2
176259840,https://www.airbnb.com/users/show/176259840,Tiffany,2018-03-02,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/118588d3-f416-4f4e-9821-a1d950b9d715.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/118588d3-f416-4f4e-9821-a1d950b9d715.jpg?aki_policy=profile_x_medium,Knight,1,1
177048474,https://www.airbnb.com/users/show/177048474,Randi,2018-03-06,"Vancouver, Canada",I am a busy mom with two teenagers.  I love real estate and hosting.  Play alot of racquet sports especially for my health since I battle autoimmune issues.   Luv animals and the outdoors.  Hope you like your Vancouver pied a terre. ,N/A,N/A,https://a0.muscache.com/im/pictures/user/c7ce457f-8737-40b5-b211-1cf83d153add.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c7ce457f-8737-40b5-b211-1cf83d153add.jpg?aki_policy=profile_x_medium,Shaughnessy,2,8
